good,medium,bad
435,129,436
0,0,1005
0,0,1010
0,0,1015
0,0,1020
0,0,1025
0,0,1030
0,0,1035
0,0,1040
0,0,1045
0,0,1050
0,0,1055
0,0,1060
0,0,1065
0,0,1070
0,0,1075
0,0,1080
0,0,1085
0,0,1090
0,0,1095
0,0,1100
0,0,1105
0,0,1110
0,0,1115
0,0,1120
0,0,1125
0,0,1130
0,0,1135
0,0,1140
0,0,1145
0,0,1150
0,0,1155
0,0,1160
0,0,1165
0,0,1170
0,0,1175
0,0,1180
0,0,1185
0,0,1190
0,0,1195
0,0,1200
0,0,1205
0,0,1210
0,0,1215
0,0,1220
0,0,1225
0,0,1230
0,0,1235
0,0,1240
0,0,1245
0,0,1250
0,0,1245
0,0,1240
0,0,1235
0,0,1230
0,0,1225
0,0,1220
0,0,1215
0,0,1210
0,0,1205
0,0,1200
0,0,1195
0,0,1190
0,0,1185
0,0,1180
0,0,1175
0,0,1170
0,0,1165
0,0,1160
0,0,1155
0,0,1150
0,0,1145
0,0,1140
0,0,1135
0,0,1130
0,0,1125
0,0,1120
0,0,1115
0,0,1110
0,0,1105
0,0,1100
0,0,1095
0,0,1090
0,0,1085
0,0,1080
0,0,1075
0,0,1070
0,0,1065
0,0,1060
0,0,1055
0,0,1050
0,0,1045
0,0,1040
0,0,1035
0,0,1030
0,0,1025
0,0,1020
0,0,1015
0,0,1010
0,0,1005
